,variance of Wavelet Transformed image,skewness of Wavelet Transformed image,curtosis of Wavelet Transformed image,entropy of image,label
555,-1.0,-1.0,-1.0,-1.0,-1
556,-1.0,-1.0,-1.0,-1.0,-1
557,-1.0,-1.0,-1.0,-1.0,-1
558,-1.0,-1.0,-1.0,-1.0,-1
559,-1.0,-1.0,-1.0,-1.0,-1
560,-1.0,-1.0,-1.0,-1.0,-1
561,-1.0,-1.0,-1.0,-1.0,-1
562,-1.0,-1.0,-1.0,-1.0,-1
563,-1.0,-1.0,-1.0,-1.0,-1
564,-1.0,-1.0,-1.0,-1.0,-1
565,-1.0,-1.0,-1.0,-1.0,-1
566,-1.0,-1.0,-1.0,-1.0,-1
567,-1.0,-1.0,-1.0,-1.0,-1
568,-1.0,-1.0,-1.0,-1.0,-1
569,-1.0,-1.0,-1.0,-1.0,-1
570,-1.0,-1.0,-1.0,-1.0,-1
571,-1.0,-1.0,-1.0,-1.0,-1
572,-1.0,-1.0,-1.0,-1.0,-1
573,-1.0,-1.0,-1.0,-1.0,-1
574,-1.0,-1.0,-1.0,-1.0,-1
575,-1.0,-1.0,-1.0,-1.0,-1
576,-1.0,-1.0,-1.0,-1.0,-1
577,-1.0,-1.0,-1.0,-1.0,-1
578,-1.0,-1.0,-1.0,-1.0,-1
579,-1.0,-1.0,-1.0,-1.0,-1
580,-1.0,-1.0,-1.0,-1.0,-1
581,-1.0,-1.0,-1.0,-1.0,-1
582,-1.0,-1.0,-1.0,-1.0,-1
583,-1.0,-1.0,-1.0,-1.0,-1
584,-1.0,-1.0,-1.0,-1.0,-1
585,-1.0,-1.0,-1.0,-1.0,-1
586,-1.0,-1.0,-1.0,-1.0,-1
587,-1.0,-1.0,-1.0,-1.0,-1
588,-1.0,-1.0,-1.0,-1.0,-1
589,-1.0,-1.0,-1.0,-1.0,-1
590,-1.0,-1.0,-1.0,-1.0,-1
591,-1.0,-1.0,-1.0,-1.0,-1
592,-1.0,-1.0,-1.0,-1.0,-1
593,-1.0,-1.0,-1.0,-1.0,-1
594,-1.0,-1.0,-1.0,-1.0,-1
595,-1.0,-1.0,-1.0,-1.0,-1
596,-1.0,-1.0,-1.0,-1.0,-1
597,-1.0,-1.0,-1.0,-1.0,-1
598,-1.0,-1.0,-1.0,-1.0,-1
599,-1.0,-1.0,-1.0,-1.0,-1
600,-1.0,-1.0,-1.0,-1.0,-1
601,-1.0,-1.0,-1.0,-1.0,-1
602,-1.0,-1.0,-1.0,-1.0,-1
603,-1.0,-1.0,-1.0,-1.0,-1
604,-1.0,-1.0,-1.0,-1.0,-1
605,-1.0,-1.0,-1.0,-1.0,-1
606,-1.0,-1.0,-1.0,-1.0,-1
607,-1.0,-1.0,-1.0,-1.0,-1
608,-1.0,-1.0,-1.0,-1.0,-1
609,-1.0,-1.0,-1.0,-1.0,-1
610,-1.0,-1.0,-1.0,-1.0,-1
611,-1.0,-1.0,-1.0,-1.0,-1
612,-1.0,-1.0,-1.0,-1.0,-1
613,-1.0,-1.0,-1.0,-1.0,-1
614,-1.0,-1.0,-1.0,-1.0,-1
615,-1.0,-1.0,-1.0,-1.0,-1
616,-1.0,-1.0,-1.0,-1.0,-1
617,-1.0,-1.0,-1.0,-1.0,-1
618,-1.0,-1.0,-1.0,-1.0,-1
619,-1.0,-1.0,-1.0,-1.0,-1
620,-1.0,-1.0,-1.0,-1.0,-1
621,-1.0,-1.0,-1.0,-1.0,-1
622,-1.0,-1.0,-1.0,-1.0,-1
623,-1.0,-1.0,-1.0,-1.0,-1
624,-1.0,-1.0,-1.0,-1.0,-1
625,-1.0,-1.0,-1.0,-1.0,-1
626,-1.0,-1.0,-1.0,-1.0,-1
627,-1.0,-1.0,-1.0,-1.0,-1
628,-1.0,-1.0,-1.0,-1.0,-1
629,-1.0,-1.0,-1.0,-1.0,-1
630,-1.0,-1.0,-1.0,-1.0,-1
631,-1.0,-1.0,-1.0,-1.0,-1
632,-1.0,-1.0,-1.0,-1.0,-1
633,-1.0,-1.0,-1.0,-1.0,-1
634,-1.0,-1.0,-1.0,-1.0,-1
635,-1.0,-1.0,-1.0,-1.0,-1
636,-1.0,-1.0,-1.0,-1.0,-1
637,-1.0,-1.0,-1.0,-1.0,-1
638,-1.0,-1.0,-1.0,-1.0,-1
639,-1.0,-1.0,-1.0,-1.0,-1
640,-1.0,-1.0,-1.0,-1.0,-1
641,-1.0,-1.0,-1.0,-1.0,-1
642,-1.0,-1.0,-1.0,-1.0,-1
643,-1.0,-1.0,-1.0,-1.0,-1
644,-1.0,-1.0,-1.0,-1.0,-1
645,-1.0,-1.0,-1.0,-1.0,-1
646,-1.0,-1.0,-1.0,-1.0,-1
647,-1.0,-1.0,-1.0,-1.0,-1
648,-1.0,-1.0,-1.0,-1.0,-1
649,-1.0,-1.0,-1.0,-1.0,-1
650,-1.0,-1.0,-1.0,-1.0,-1
651,-1.0,-1.0,-1.0,-1.0,-1
652,-1.0,-1.0,-1.0,-1.0,-1
653,-1.0,-1.0,-1.0,-1.0,-1
654,-1.0,-1.0,-1.0,-1.0,-1
655,-1.0,-1.0,-1.0,-1.0,-1
656,-1.0,-1.0,-1.0,-1.0,-1
657,-1.0,-1.0,-1.0,-1.0,-1
658,-1.0,-1.0,-1.0,-1.0,-1
659,-1.0,-1.0,-1.0,-1.0,-1
660,-1.0,-1.0,-1.0,-1.0,-1
661,-1.0,-1.0,-1.0,-1.0,-1
662,-1.0,-1.0,-1.0,-1.0,-1
663,-1.0,-1.0,-1.0,-1.0,-1
664,-1.0,-1.0,-1.0,-1.0,-1
665,-1.0,-1.0,-1.0,-1.0,-1
666,-1.0,-1.0,-1.0,-1.0,-1
667,-1.0,-1.0,-1.0,-1.0,-1
668,-1.0,-1.0,-1.0,-1.0,-1
669,-1.0,-1.0,-1.0,-1.0,-1
670,-1.0,-1.0,-1.0,-1.0,-1
671,-1.0,-1.0,-1.0,-1.0,-1
672,-1.0,-1.0,-1.0,-1.0,-1
673,-1.0,-1.0,-1.0,-1.0,-1
674,-1.0,-1.0,-1.0,-1.0,-1
675,-1.0,-1.0,-1.0,-1.0,-1
676,-1.0,-1.0,-1.0,-1.0,-1
677,-1.0,-1.0,-1.0,-1.0,-1
678,-1.0,-1.0,-1.0,-1.0,-1
679,-1.0,-1.0,-1.0,-1.0,-1
680,-1.0,-1.0,-1.0,-1.0,-1
681,-1.0,-1.0,-1.0,-1.0,-1
682,-1.0,-1.0,-1.0,-1.0,-1
683,-1.0,-1.0,-1.0,-1.0,-1
684,-1.0,-1.0,-1.0,-1.0,-1
685,-1.0,-1.0,-1.0,-1.0,-1
686,-1.0,-1.0,-1.0,-1.0,-1
687,-1.0,-1.0,-1.0,-1.0,-1
688,-1.0,-1.0,-1.0,-1.0,-1
689,-1.0,-1.0,-1.0,-1.0,-1
690,-1.0,-1.0,-1.0,-1.0,-1
691,-1.0,-1.0,-1.0,-1.0,-1
692,-1.0,-1.0,-1.0,-1.0,-1
693,-1.0,-1.0,-1.0,-1.0,-1
694,-1.0,-1.0,-1.0,-1.0,-1
695,-1.0,-1.0,-1.0,-1.0,-1
696,-1.0,-1.0,-1.0,-1.0,-1
697,-1.0,-1.0,-1.0,-1.0,-1
698,-1.0,-1.0,-1.0,-1.0,-1
699,-1.0,-1.0,-1.0,-1.0,-1
700,-1.0,-1.0,-1.0,-1.0,-1
701,-1.0,-1.0,-1.0,-1.0,-1
702,-1.0,-1.0,-1.0,-1.0,-1
703,-1.0,-1.0,-1.0,-1.0,-1
704,-1.0,-1.0,-1.0,-1.0,-1
705,-1.0,-1.0,-1.0,-1.0,-1
706,-1.0,-1.0,-1.0,-1.0,-1
707,-1.0,-1.0,-1.0,-1.0,-1
708,-1.0,-1.0,-1.0,-1.0,-1
709,-1.0,-1.0,-1.0,-1.0,-1
710,-1.0,-1.0,-1.0,-1.0,-1
711,-1.0,-1.0,-1.0,-1.0,-1
712,-1.0,-1.0,-1.0,-1.0,-1
713,-1.0,-1.0,-1.0,-1.0,-1
714,-1.0,-1.0,-1.0,-1.0,-1
715,-1.0,-1.0,-1.0,-1.0,-1
716,-1.0,-1.0,-1.0,-1.0,-1
717,-1.0,-1.0,-1.0,-1.0,-1
718,-1.0,-1.0,-1.0,-1.0,-1
719,-1.0,-1.0,-1.0,-1.0,-1
720,-1.0,-1.0,-1.0,-1.0,-1
721,-1.0,-1.0,-1.0,-1.0,-1
722,-1.0,-1.0,-1.0,-1.0,-1
723,-1.0,-1.0,-1.0,-1.0,-1
724,-1.0,-1.0,-1.0,-1.0,-1
725,-1.0,-1.0,-1.0,-1.0,-1
726,-1.0,-1.0,-1.0,-1.0,-1
727,-1.0,-1.0,-1.0,-1.0,-1
728,-1.0,-1.0,-1.0,-1.0,-1
729,-1.0,-1.0,-1.0,-1.0,-1
730,-1.0,-1.0,-1.0,-1.0,-1
731,-1.0,-1.0,-1.0,-1.0,-1
732,-1.0,-1.0,-1.0,-1.0,-1
733,-1.0,-1.0,-1.0,-1.0,-1
734,-1.0,-1.0,-1.0,-1.0,-1
735,-1.0,-1.0,-1.0,-1.0,-1
736,-1.0,-1.0,-1.0,-1.0,-1
737,-1.0,-1.0,-1.0,-1.0,-1
738,-1.0,-1.0,-1.0,-1.0,-1
739,-1.0,-1.0,-1.0,-1.0,-1
740,-1.0,-1.0,-1.0,-1.0,-1
741,-1.0,-1.0,-1.0,-1.0,-1
742,-1.0,-1.0,-1.0,-1.0,-1
743,-1.0,-1.0,-1.0,-1.0,-1
744,-1.0,-1.0,-1.0,-1.0,-1
745,-1.0,-1.0,-1.0,-1.0,-1
746,-1.0,-1.0,-1.0,-1.0,-1
747,-1.0,-1.0,-1.0,-1.0,-1
748,-1.0,-1.0,-1.0,-1.0,-1
749,-1.0,-1.0,-1.0,-1.0,-1
750,-1.0,-1.0,-1.0,-1.0,-1
751,-1.0,-1.0,-1.0,-1.0,-1
752,-1.0,-1.0,-1.0,-1.0,-1
753,-1.0,-1.0,-1.0,-1.0,-1
754,-1.0,-1.0,-1.0,-1.0,-1
755,-1.0,-1.0,-1.0,-1.0,-1
756,-1.0,-1.0,-1.0,-1.0,-1
757,-1.0,-1.0,-1.0,-1.0,-1
758,-1.0,-1.0,-1.0,-1.0,-1
759,-1.0,-1.0,-1.0,-1.0,-1
760,-1.0,-1.0,-1.0,-1.0,-1
761,-1.0,-1.0,-1.0,-1.0,-1
762,-1.3971,3.3191,-1.3927,-1.9948,1
763,0.39012,-0.14279,-0.031994,0.35084,1
764,-1.6677,-7.1535,7.8929,0.96765,1
765,-3.8483,-12.8047,15.6824,-1.281,1
766,-3.5681,-8.213,10.083,0.96765,1
767,-2.2804,-0.30626,1.3347,1.3763,1
768,-1.7582,2.7397,-2.5323,-2.234,1
769,-0.89409,3.1991,-1.8219,-2.9452,1
770,0.3434,0.12415,-0.28733,0.14654,1
771,-0.9854,-6.661,5.8245,0.5461,1
772,-2.4115,-9.1359,9.3444,-0.65259,1
773,-1.5252,-6.2534,5.3524,0.59912,1
774,-0.61442,-0.091058,-0.31818,0.50214,1
775,-0.36506,2.8928,-3.6461,-3.0603,1
776,-5.9034,6.5679,0.67661,-6.6797,1
777,-1.8215,2.7521,-0.72261,-2.353,1
778,-0.77461,-1.8768,2.4023,1.1319,1
779,-1.8187,-9.0366,9.0162,-0.12243,1
780,-3.5801,-12.9309,13.1779,-2.5677,1
781,-1.8219,-6.8824,5.4681,0.057313,1
782,-0.3481,-0.38696,-0.47841,0.62627,1
783,0.47368,3.3605,-4.5064,-4.0431,1
784,-3.4083,4.8587,-0.76888,-4.8668,1
785,-1.6662,-0.30005,1.4238,0.024986,1
786,-2.0962,-7.1059,6.6188,-0.33708,1
787,-2.6685,-10.4519,9.1139,-1.7323,1
788,-0.47465,-4.3496,1.9901,0.7517,1
789,1.0552,1.1857,-2.6411,0.11033,1
790,1.1644,3.8095,-4.9408,-4.0909,1
791,-4.4779,7.3708,-0.31218,-6.7754,1
792,-2.7338,0.45523,2.4391,0.21766,1
793,-2.286,-5.4484,5.8039,0.88231,1
794,-1.6244,-6.3444,4.6575,0.16981,1
795,0.50813,0.47799,-1.9804,0.57714,1
796,1.6408,4.2503,-4.9023,-2.6621,1
797,0.81583,4.84,-5.2613,-6.0823,1
798,-5.4901,9.1048,-0.38758,-5.9763,1
799,-3.2238,2.7935,0.32274,-0.86078,1
800,-2.0631,-1.5147,1.219,0.44524,1
801,-0.91318,-2.0113,-0.19565,0.066365,1
802,0.6005,1.9327,-3.2888,-0.32415,1
803,0.91315,3.3377,-4.0557,-1.6741,1
804,-0.28015,3.0729,-3.3857,-2.9155,1
805,-3.6085,3.3253,-0.51954,-3.5737,1
806,-6.2003,8.6806,0.0091344,-3.703,1
807,-4.2932,3.3419,0.77258,-0.99785,1
808,-3.0265,-0.062088,0.68604,-0.055186,1
809,-1.7015,-0.010356,-0.99337,-0.53104,1
810,-0.64326,2.4748,-2.9452,-1.0276,1
811,-0.86339,1.9348,-2.3729,-1.0897,1
812,-2.0659,1.0512,-0.46298,-1.0974,1
813,-2.1333,1.5685,-0.084261,-1.7453,1
814,-1.2568,-1.4733,2.8718,0.44653,1
815,-3.1128,-6.841,10.7402,-1.0172,1
816,-4.8554,-5.9037,10.9818,-0.82199,1
817,-2.588,3.8654,-0.3336,-1.2797,1
818,0.24394,1.4733,-1.4192,-0.58535,1
819,-1.5322,-5.0966,6.6779,0.17498,1
820,-4.0025,-13.4979,17.6772,-3.3202,1
821,-4.0173,-8.3123,12.4547,-1.4375,1
822,-3.0731,-0.53181,2.3877,0.77627,1
823,-1.979,3.2301,-1.3575,-2.5819,1
824,-0.4294,-0.14693,0.044265,-0.15605,1
825,-2.234,-7.0314,7.4936,0.61334,1
826,-4.211,-12.4736,14.9704,-1.3884,1
827,-3.8073,-8.0971,10.1772,0.65084,1
828,-2.5912,-0.10554,1.2798,1.0414,1
829,-2.2482,3.0915,-2.3969,-2.6711,1
830,-1.4427,3.2922,-1.9702,-3.4392,1
831,-0.39416,-0.020702,-0.066267,-0.44699,1
832,-1.522,-6.6383,5.7491,-0.10691,1
833,-2.8267,-9.0407,9.0694,-0.98233,1
834,-1.7263,-6.0237,5.2419,0.29524,1
835,-0.94255,0.039307,-0.24192,0.31593,1
836,-0.89569,3.0025,-3.6067,-3.4457,1
837,-6.2815,6.6651,0.52581,-7.0107,1
838,-2.3211,3.166,-1.0002,-2.7151,1
839,-1.3414,-2.0776,2.8093,0.60688,1
840,-2.258,-9.3263,9.3727,-0.85949,1
841,-3.8858,-12.8461,12.7957,-3.1353,1
842,-1.8969,-6.7893,5.2761,-0.32544,1
843,-0.52645,-0.24832,-0.45613,0.41938,1
844,0.0096613,3.5612,-4.407,-4.4103,1
845,-3.8826,4.898,-0.92311,-5.0801,1
846,-2.1405,-0.16762,1.321,-0.20906,1
847,-2.4824,-7.3046,6.839,-0.59053,1
848,-2.9098,-10.0712,8.4156,-1.9948,1
849,-0.60975,-4.002,1.8471,0.6017,1
850,0.83625,1.1071,-2.4706,-0.062945,1
851,0.60731,3.9544,-4.772,-4.4853,1
852,-4.8861,7.0542,-0.17252,-6.959,1
853,-3.1366,0.42212,2.6225,-0.064238,1
854,-2.5754,-5.6574,6.103,0.65214,1
855,-1.8782,-6.5865,4.8486,-0.021566,1
856,0.24261,0.57318,-1.9402,0.44007,1
857,1.296,4.2855,-4.8457,-2.9013,1
858,0.25943,5.0097,-5.0394,-6.3862,1
859,-5.873,9.1752,-0.27448,-6.0422,1
860,-3.4605,2.6901,0.16165,-1.0224,1
861,-2.3797,-1.4402,1.1273,0.16076,1
862,-1.2424,-1.7175,-0.52553,-0.21036,1
863,0.20216,1.9182,-3.2828,-0.61768,1
864,0.59823,3.5012,-3.9795,-1.7841,1
865,-0.77995,3.2322,-3.282,-3.1004,1
866,-4.1409,3.4619,-0.47841,-3.8879,1
867,-6.5084,8.7696,0.23191,-3.937,1
868,-4.4996,3.4288,0.56265,-1.1672,1
869,-3.3125,0.10139,0.55323,-0.2957,1
870,-1.9423,0.3766,-1.2898,-0.82458,1
871,-0.75793,2.5349,-3.0464,-1.2629,1
872,-0.95403,1.9824,-2.3163,-1.1957,1
873,-2.2173,1.4671,-0.72689,-1.1724,1
874,-2.799,1.9679,-0.42357,-2.1125,1
875,-1.8629,-0.84841,2.5377,0.097399,1
876,-3.5916,-6.2285,10.2389,-1.1543,1
877,-5.1216,-5.3118,10.3846,-1.0612,1
878,-3.2854,4.0372,-0.45356,-1.8228,1
879,-0.56877,1.4174,-1.4252,-1.1246,1
880,-2.3518,-4.8359,6.6479,-0.060358,1
881,-4.4861,-13.2889,17.3087,-3.2194,1
882,-4.3876,-7.7267,11.9655,-1.4543,1
883,-3.3604,-0.32696,2.1324,0.6017,1
884,-1.0112,2.9984,-1.1664,-1.6185,1
885,0.030219,-1.0512,1.4024,0.77369,1
886,-1.6514,-8.4985,9.1122,1.2379,1
887,-3.2692,-12.7406,15.5573,-0.14182,1
888,-2.5701,-6.8452,8.9999,2.1353,1
889,-1.3066,0.25244,0.7623,1.7758,1
890,-1.6637,3.2881,-2.2701,-2.2224,1
891,-0.55008,2.8659,-1.6488,-2.4319,1
892,0.21431,-0.69529,0.87711,0.29653,1
893,-0.77288,-7.4473,6.492,0.36119,1
894,-1.8391,-9.0883,9.2416,-0.10432,1
895,-0.63298,-5.1277,4.5624,1.4797,1
896,0.0040545,0.62905,-0.64121,0.75817,1
897,-0.28696,3.1784,-3.5767,-3.1896,1
898,-5.2406,6.6258,-0.19908,-6.8607,1
899,-1.4446,2.1438,-0.47241,-1.6677,1
900,-0.65767,-2.8018,3.7115,0.99739,1
901,-1.5449,-10.1498,9.6152,-1.2332,1
902,-2.8957,-12.0205,11.9149,-2.7552,1
903,-0.81479,-5.7381,4.3919,0.3211,1
904,0.50225,0.65388,-1.1793,0.39998,1
905,0.74521,3.6357,-4.4044,-4.1414,1
906,-2.9146,4.0537,-0.45699,-4.0327,1
907,-1.3907,-1.3781,2.3055,-0.021566,1
908,-1.786,-8.1157,7.0858,-1.2112,1
909,-1.7322,-9.2828,7.719,-1.7168,1
910,0.55298,-3.4619,1.7048,1.1008,1
911,2.031,1.852,-3.0121,0.003003,1
912,1.2279,4.0309,-4.6435,-3.9125,1
913,-4.2249,6.2699,0.15822,-5.5457,1
914,-2.5346,-0.77392,3.3602,0.00171,1
915,-1.749,-6.332,6.0987,0.14266,1
916,-0.539,-5.167,3.4399,0.052141,1
917,1.5631,0.89599,-1.9702,0.65472,1
918,2.3917,4.5565,-4.9888,-2.8987,1
919,0.89512,4.7738,-4.8431,-5.5909,1
920,-5.4808,8.1819,0.27818,-5.0323,1
921,-2.8833,1.7713,0.68946,-0.4638,1
922,-1.4174,-2.2535,1.518,0.61981,1
923,0.4283,-0.94981,-1.0731,0.3211,1
924,1.5904,2.2121,-3.1183,-0.11725,1
925,1.7425,3.6833,-4.0129,-1.7207,1
926,-0.23356,3.2405,-3.0669,-2.7784,1
927,-3.6227,3.9958,-0.35845,-3.9047,1
928,-6.1536,7.9295,0.61663,-3.2646,1
929,-3.9172,2.6652,0.78886,-0.7819,1
930,-2.2214,-0.23798,0.56008,0.05602,1
931,-0.49241,0.89392,-1.6283,-0.56854,1
932,0.26517,2.4066,-2.8416,-0.59958,1
933,-0.10234,1.8189,-2.2169,-0.56725,1
934,-1.6176,1.0926,-0.35502,-0.59958,1
935,-1.8448,1.254,0.27218,-1.0728,1
936,-1.2786,-2.4087,4.5735,0.47627,1
937,-2.902,-7.6563,11.8318,-0.84268,1
938,-4.3773,-5.5167,10.939,-0.4082,1
939,-2.0529,3.8385,-0.79544,-1.2138,1
940,0.18868,0.70148,-0.51182,0.0055892,1
941,-1.7279,-6.841,8.9494,0.68058,1
942,-3.3793,-13.7731,17.9274,-2.0323,1
943,-3.1273,-7.1121,11.3897,-0.083634,1
944,-2.121,-0.05588,1.949,1.353,1
945,-1.7697,3.4329,-1.2144,-2.3789,1
946,-0.0012852,0.13863,-0.19651,0.0081754,1
947,-1.682,-6.8121,7.1398,1.3323,1
948,-3.4917,-12.1736,14.3689,-0.61639,1
949,-3.1158,-8.6289,10.4403,0.97153,1
950,-2.0891,-0.48422,1.704,1.7435,1
951,-1.6936,2.7852,-2.1835,-1.9276,1
952,-1.2846,3.2715,-1.7671,-3.2608,1
953,-0.092194,0.39315,-0.32846,-0.13794,1
954,-1.0292,-6.3879,5.5255,0.79955,1
955,-2.2083,-9.1069,8.9991,-0.28406,1
956,-1.0744,-6.3113,5.355,0.80472,1
957,-0.51003,-0.23591,0.020273,0.76334,1
958,-0.36372,3.0439,-3.4816,-2.7836,1
959,-6.3979,6.4479,1.0836,-6.6176,1
960,-2.2501,3.3129,-0.88369,-2.8974,1
961,-1.1859,-1.2519,2.2635,0.77239,1
962,-1.8076,-8.8131,8.7086,-0.21682,1
963,-3.3863,-12.9889,13.0545,-2.7202,1
964,-1.4106,-7.108,5.6454,0.31335,1
965,-0.21394,-0.68287,0.096532,1.1965,1
966,0.48797,3.5674,-4.3882,-3.8116,1
967,-3.8167,5.1401,-0.65063,-5.4306,1
968,-1.9555,0.20692,1.2473,-0.3707,1
969,-2.1786,-6.4479,6.0344,-0.20777,1
970,-2.3299,-9.9532,8.4756,-1.8733,1
971,0.0031201,-4.0061,1.7956,0.91722,1
972,1.3518,1.0595,-2.3437,0.39998,1
973,1.2309,3.8923,-4.8277,-4.0069,1
974,-5.0301,7.5032,-0.13396,-7.5034,1
975,-3.0799,0.60836,2.7039,-0.23751,1
976,-2.2987,-5.227,5.63,0.91722,1
977,-1.239,-6.541,4.8151,-0.033204,1
978,0.75896,0.29176,-1.6506,0.83834,1
979,1.6799,4.2068,-4.5398,-2.3931,1
980,0.63655,5.2022,-5.2159,-6.1211,1
981,-6.0598,9.2952,-0.43642,-6.3694,1
982,-3.518,2.8763,0.1548,-1.2086,1
983,-2.0336,-1.4092,1.1582,0.36507,1
984,-0.69745,-1.7672,-0.34474,-0.12372,1
985,0.75108,1.9161,-3.1098,-0.20518,1
986,0.84546,3.4826,-3.6307,-1.3961,1
987,-0.55648,3.2136,-3.3085,-2.7965,1
988,-3.6817,3.2239,-0.69347,-3.4004,1
989,-6.7526,8.8172,-0.061983,-3.725,1
990,-4.577,3.4515,0.66719,-0.94742,1
991,-2.9883,0.31245,0.45041,0.068951,1
992,-1.4781,0.14277,-1.1622,-0.48579,1
993,-0.46651,2.3383,-2.9812,-1.0431,1
994,-0.8734,1.6533,-2.1964,-0.78061,1
995,-2.1234,1.1815,-0.55552,-0.81165,1
996,-2.3142,2.0838,-0.46813,-1.6767,1
997,-1.4233,-0.98912,2.3586,0.39481,1
998,-3.0866,-6.6362,10.5405,-0.89182,1
999,-4.7331,-6.1789,11.388,-1.0741,1
1000,-2.8829,3.8964,-0.1888,-1.1672,1
1001,-0.036127,1.525,-1.4089,-0.76121,1
1002,-1.7104,-4.778,6.2109,0.3974,1
1003,-3.8203,-13.0551,16.9583,-2.3052,1
1004,-3.7181,-8.5089,12.363,-0.95518,1
1005,-2.899,-0.60424,2.6045,1.3776,1
1006,-0.98193,2.7956,-1.2341,-1.5668,1
1007,-0.17296,-1.1816,1.3818,0.7336,1
1008,-1.9409,-8.6848,9.155,0.94049,1
1009,-3.5713,-12.4922,14.8881,-0.47027,1
1010,-2.9915,-6.6258,8.6521,1.8198,1
1011,-1.8483,0.31038,0.77344,1.4189,1
1012,-2.2677,3.2964,-2.2563,-2.4642,1
1013,-0.50816,2.868,-1.8108,-2.2612,1
1014,0.14329,-1.0885,1.0039,0.48791,1
1015,-0.90784,-7.9026,6.7807,0.34179,1
1016,-2.0042,-9.3676,9.3333,-0.10303,1
1017,-0.93587,-5.1008,4.5367,1.3866,1
1018,-0.40804,0.54214,-0.52725,0.6586,1
1019,-0.8172,3.3812,-3.6684,-3.456,1
1020,-4.8392,6.6755,-0.24278,-6.5775,1
1021,-1.2792,2.1376,-0.47584,-1.3974,1
1022,-0.66008,-3.226,3.8058,1.1836,1
1023,-1.7713,-10.7665,10.2184,-1.0043,1
1024,-3.0061,-12.2377,11.9552,-2.1603,1
1025,-1.1022,-5.8395,4.5641,0.68705,1
1026,0.11806,0.39108,-0.98223,0.42843,1
1027,0.11686,3.735,-4.4379,-4.3741,1
1028,-2.7264,3.9213,-0.49212,-3.6371,1
1029,-1.2369,-1.6906,2.518,0.51636,1
1030,-1.8439,-8.6475,7.6796,-0.66682,1
1031,-1.8554,-9.6035,7.7764,-0.97716,1
1032,0.16358,-3.3584,1.3749,1.3569,1
1033,1.5077,1.9596,-3.0584,-0.12243,1
1034,0.67886,4.1199,-4.569,-4.1414,1
1035,-3.9934,5.8333,0.54723,-4.9379,1
1036,-2.3898,-0.78427,3.0141,0.76205,1
1037,-1.7976,-6.7686,6.6753,0.89912,1
1038,-0.70867,-5.5602,4.0483,0.903,1
1039,1.0194,1.1029,-2.3,0.59395,1
1040,1.7875,4.78,-5.1362,-3.2362,1
1041,0.27331,4.8773,-4.9194,-5.8198,1
1042,-5.1661,8.0433,0.044265,-4.4983,1
1043,-2.7028,1.6327,0.83598,-0.091393,1
1044,-1.4904,-2.2183,1.6054,0.89394,1
1045,-0.014902,-1.0243,-0.94024,0.64955,1
1046,0.88992,2.2638,-3.1046,-0.11855,1
1047,1.0637,3.6957,-4.1594,-1.9379,1
1048,-0.8471,3.1329,-3.0112,-2.9388,1
1049,-3.9594,4.0289,-0.35845,-3.8957,1
1050,-5.8818,7.6584,0.5558,-2.9155,1
1051,-3.7747,2.5162,0.83341,-0.30993,1
1052,-2.4198,-0.24418,0.70146,0.41809,1
1053,-0.83535,0.80494,-1.6411,-0.19225,1
1054,-0.30432,2.6528,-2.7756,-0.65647,1
1055,-0.60254,1.7237,-2.1501,-0.77027,1
1056,-2.1059,1.1815,-0.53324,-0.82716,1
1057,-2.0441,1.2271,0.18564,-1.091,1
1058,-1.5621,-2.2121,4.2591,0.27972,1
1059,-3.2305,-7.2135,11.6433,-0.94613,1
1060,-4.8426,-4.9932,10.4052,-0.53104,1
1061,-2.3147,3.6668,-0.6969,-1.2474,1
1062,-0.11716,0.60422,-0.38587,-0.059065,1
1063,-2.0066,-6.719,9.0162,0.099985,1
1064,-3.6961,-13.6779,17.5795,-2.6181,1
1065,-3.6012,-6.5389,10.5234,-0.48967,1
1066,-2.6286,0.18002,1.7956,0.97282,1
1067,-0.82601,2.9611,-1.2864,-1.4647,1
1068,0.31803,-0.99326,1.0947,0.88619,1
1069,-1.4454,-8.4385,8.8483,0.96894,1
1070,-3.1423,-13.0365,15.6773,-0.66165,1
1071,-2.5373,-6.959,8.8054,1.5289,1
1072,-1.366,0.18416,0.90539,1.5806,1
1073,-1.7064,3.3088,-2.2829,-2.1978,1
1074,-0.41965,2.9094,-1.7859,-2.2069,1
1075,0.37637,-0.82358,0.78543,0.74524,1
1076,-0.55355,-7.9233,6.7156,0.74394,1
1077,-1.6001,-9.5828,9.4044,0.081882,1
1078,-0.37013,-5.554,4.7749,1.547,1
1079,0.12126,0.22347,-0.47327,0.97024,1
1080,-0.27068,3.2674,-3.5562,-3.0888,1
1081,-5.119,6.6486,-0.049987,-6.5206,1
1082,-1.3946,2.3134,-0.44499,-1.4905,1
1083,-0.69879,-3.3771,4.1211,1.5043,1
1084,-1.48,-10.5244,9.9176,-0.5026,1
1085,-2.6649,-12.813,12.6689,-1.9082,1
1086,-0.62684,-6.301,4.7843,1.106,1
1087,0.518,0.25865,-0.84085,0.96118,1
1088,0.64376,3.764,-4.4738,-4.0483,1
1089,-2.9821,4.1986,-0.5898,-3.9642,1
1090,-1.4628,-1.5706,2.4357,0.49826,1
1091,-1.7101,-8.7903,7.9735,-0.45475,1
1092,-1.5572,-9.8808,8.1088,-1.0806,1
